date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:15:25	792/792	---MC-	200	added ('OK')	text/xml	date:Wed,%2021%20Oct%202020%2018:15:22%20GMT	http://localhost:8000/xmlrpc.php?rsd	/home/gilberto/websites/teste/content/xmlrpc0db0.php	(from http://localhost:8000/)
15:15:25	23532/23532	---MC-	200	added ('OK')	application/json	date:Wed,%2021%20Oct%202020%2018:15:19%20GMT	http://localhost:8000/wp-json/wp/v2/pages/209	/home/gilberto/websites/teste/content/wp-json/wp/v2/pages/209.json	(from http://localhost:8000/)
15:15:26	1045/1045	---M--	200	added ('OK')	text/xml	etag:%225f907763-415%22	http://localhost:8000/wp-includes/wlwmanifest.xml	/home/gilberto/websites/teste/content/wp-includes/wlwmanifest.xml	(from http://localhost:8000/)
15:15:29	3193/3193	---MC-	200	added ('OK')	application/json	date:Wed,%2021%20Oct%202020%2018:15:26%20GMT	http://localhost:8000/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8000%2F	/home/gilberto/websites/teste/content/wp-json/oembed/1.0/embed17b0.json	(from http://localhost:8000/)
15:15:31	1108/1108	---M--	200	added ('OK')	image/png	etag:%225f907763-454%22	http://localhost:8000/wp-content/uploads/2019/05/cropped-sb_favicon-32x32.png	/home/gilberto/websites/teste/content/wp-content/uploads/2019/05/cropped-sb_favicon-32x32.png	(from http://localhost:8000/)
15:15:31	3342/3342	---MC-	200	added ('OK')	text/xml	date:Wed,%2021%20Oct%202020%2018:15:27%20GMT	http://localhost:8000/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8000%2F&format=xml	/home/gilberto/websites/teste/content/wp-json/oembed/1.0/embedf57d	(from http://localhost:8000/)
15:15:34	9201/9201	---M--	200	added ('OK')	image/png	etag:%225f907763-23f1%22	http://localhost:8000/wp-content/uploads/2019/05/cropped-sb_favicon-192x192.png	/home/gilberto/websites/teste/content/wp-content/uploads/2019/05/cropped-sb_favicon-192x192.png	(from http://localhost:8000/)
15:15:35	96873/96873	---M--	200	added ('OK')	application/javascript	etag:%225f907763-17a69%22	http://localhost:8000/wp-includes/js/jquery/jquery.js?ver=1.12.4-wp	/home/gilberto/websites/teste/content/wp-includes/js/jquery/jquery4a5f.js	(from http://localhost:8000/)
15:15:35	16798/16798	---M--	200	added ('OK')	image/png	etag:%225f907763-419e%22	http://localhost:8000/wp-content/uploads/2019/05/cropped-sb_favicon-180x180.png	/home/gilberto/websites/teste/content/wp-content/uploads/2019/05/cropped-sb_favicon-180x180.png	(from http://localhost:8000/)
15:15:37	4228/4228	---M--	200	added ('OK')	image/png	etag:%225f907763-1084%22	http://localhost:8000/wp-content/uploads/2019/05/logo_superbuy.png	/home/gilberto/websites/teste/content/wp-content/uploads/2019/05/logo_superbuy.png	(from http://localhost:8000/)
15:15:37	2003/2003	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Apr%202018%2000:17:36%20GMT	http://1.gravatar.com/avatar/70d27f7b4c3bb5a5a1a3d15b7c191b7b?s=70&d=mm&r=g	/home/gilberto/websites/teste/1.gravatar.com/avatar/70d27f7b4c3bb5a5a1a3d15b7c191b7bd464.jpeg	(from http://localhost:8000/)
15:15:39	86265/86265	---MC-	200	added ('OK')	application/json	date:Wed,%2021%20Oct%202020%2018:15:21%20GMT	http://localhost:8000/wp-json/	/home/gilberto/websites/teste/content/wp-json/index.html	(from http://localhost:8000/)
15:15:45	22646/22646	---M--	200	added ('OK')	image/jpeg	etag:%225f907763-5876%22	http://localhost:8000/wp-content/uploads/2019/06/recruitment-3-900x600.jpg	/home/gilberto/websites/teste/content/wp-content/uploads/2019/06/recruitment-3-900x600.jpg	(from http://localhost:8000/)
15:15:46	35072/35072	---M--	200	added ('OK')	image/jpeg	etag:%225f907763-8900%22	http://localhost:8000/wp-content/uploads/2019/06/gavelweb-900x600.jpg	/home/gilberto/websites/teste/content/wp-content/uploads/2019/06/gavelweb-900x600.jpg	(from http://localhost:8000/)
15:15:51	33112/33112	---M--	200	added ('OK')	image/jpeg	etag:%225f907763-8158%22	http://localhost:8000/wp-content/uploads/2019/06/visa-1-900x600.jpg	/home/gilberto/websites/teste/content/wp-content/uploads/2019/06/visa-1-900x600.jpg	(from http://localhost:8000/)
15:15:52	103179/103179	---M--	200	added ('OK')	image/jpeg	etag:%225f907763-1930b%22	http://localhost:8000/wp-content/uploads/2019/06/high-bay-900x600.jpg	/home/gilberto/websites/teste/content/wp-content/uploads/2019/06/high-bay-900x600.jpg	(from http://localhost:8000/)
15:15:58	77823/77823	---M--	200	added ('OK')	image/jpeg	etag:%225f907763-12fff%22	http://localhost:8000/wp-content/uploads/2019/06/e-commerce-1-900x600.jpg	/home/gilberto/websites/teste/content/wp-content/uploads/2019/06/e-commerce-1-900x600.jpg	(from http://localhost:8000/)
15:16:06	55063/55063	---M--	200	added ('OK')	image/jpeg	etag:%225f907763-d717%22	http://localhost:8000/wp-content/uploads/2019/06/gavelweb.jpg	/home/gilberto/websites/teste/content/wp-content/uploads/2019/06/gavelweb.jpg	(from http://localhost:8000/)
15:16:15	51739/51739	---M--	200	added ('OK')	image/jpeg	etag:%225f907763-ca1b%22	http://localhost:8000/wp-content/uploads/2019/06/visa-1.jpg	/home/gilberto/websites/teste/content/wp-content/uploads/2019/06/visa-1.jpg	(from http://localhost:8000/)
15:16:17	186478/186478	---M--	200	added ('OK')	image/jpeg	etag:%225f907763-2d86e%22	http://localhost:8000/wp-content/uploads/2019/06/high-bay.jpg	/home/gilberto/websites/teste/content/wp-content/uploads/2019/06/high-bay.jpg	(from http://localhost:8000/)
15:16:17	182412/182412	---M--	200	added ('OK')	image/jpeg	etag:%225f907763-2c88c%22	http://localhost:8000/wp-content/uploads/2019/06/recruitment-3.jpg	/home/gilberto/websites/teste/content/wp-content/uploads/2019/06/recruitment-3.jpg	(from http://localhost:8000/)
15:16:19	14280/14280	---M--	200	added ('OK')	application/javascript	etag:%225f9077e2-37c8%22	http://localhost:8000/wp-content/plugins/contact-form-7/includes/js/scripts.js?ver=5.3	/home/gilberto/websites/teste/content/wp-content/plugins/contact-form-7/includes/js/scriptsde54.js	(from http://localhost:8000/)
15:16:21	19523/19523	---M--	200	added ('OK')	application/javascript	etag:%225f907763-4c43%22	http://localhost:8000/wp-content/themes/salient/js/priority.js?ver=10.0.1	/home/gilberto/websites/teste/content/wp-content/themes/salient/js/priority202d.js	(from http://localhost:8000/)
15:16:23	16130/16130	---M--	200	added ('OK')	application/javascript	etag:%225f907763-3f02%22	http://localhost:8000/wp-content/themes/salient/js/modernizr.js?ver=2.6.2	/home/gilberto/websites/teste/content/wp-content/themes/salient/js/modernizr61da.js	(from http://localhost:8000/)
15:16:24	5600/5600	---M--	200	added ('OK')	application/javascript	etag:%225f907763-15e0%22	http://localhost:8000/wp-content/themes/salient/js/imagesLoaded.min.js?ver=4.1.4	/home/gilberto/websites/teste/content/wp-content/themes/salient/js/imagesLoaded.mineda1.js	(from http://localhost:8000/)
15:16:27	123731/123731	---M--	200	added ('OK')	image/jpeg	etag:%225f907763-1e353%22	http://localhost:8000/wp-content/uploads/2019/06/e-commerce-1.jpg	/home/gilberto/websites/teste/content/wp-content/uploads/2019/06/e-commerce-1.jpg	(from http://localhost:8000/)
15:16:28	9305/9305	---M--	200	added ('OK')	application/javascript	etag:%225f907763-2459%22	http://localhost:8000/wp-content/themes/salient/js/superfish.js?ver=1.4.8	/home/gilberto/websites/teste/content/wp-content/themes/salient/js/superfishb493.js	(from http://localhost:8000/)
15:16:29	48592/48592	---M--	200	added ('OK')	application/javascript	etag:%225f907763-bdd0%22	http://localhost:8000/wp-content/themes/salient/js/magnific.js?ver=7.0.1	/home/gilberto/websites/teste/content/wp-content/themes/salient/js/magnificf0a0.js	(from http://localhost:8000/)
15:16:37	172283/172283	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Oct%202020%2018:16:29%20GMT	http://localhost:8000/distribuicao-b2b-como-funciona-a-logistica-entre-empresas/	/home/gilberto/websites/teste/content/distribuicao-b2b-como-funciona-a-logistica-entre-empresas/index.html	(from http://localhost:8000/)
15:16:37	160/160	---M--	504	error ('Gateway%20Time-out')	text/html	date:Wed,%2021%20Oct%202020%2018:16:37%20GMT	http://lp.superbuy.com.br/	/home/gilberto/websites/teste/lp.superbuy.com.br/index.html	(from http://localhost:8000/)
15:16:47	158858/158858	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Oct%202020%2018:16:38%20GMT	http://localhost:8000/category/distribuicao-b2b/	/home/gilberto/websites/teste/content/category/distribuicao-b2b/index.html	(from http://localhost:8000/)
15:16:52	21638/21638	---M--	200	added ('OK')	application/javascript	etag:%225f907763-5486%22	http://localhost:8000/wp-content/plugins/js_composer_salient/assets/lib/bower/flexslider/jquery.flexslider-min.js?ver=5.6	/home/gilberto/websites/teste/content/wp-content/plugins/js_composer_salient/assets/lib/bower/flexslider/jquery.flexslider-min40df.js	(from http://localhost:8000/)
15:16:55	16868/16868	---M--	200	added ('OK')	application/javascript	etag:%225f907763-41e4%22	http://localhost:8000/wp-content/themes/salient/js/stickkit.js?ver=1.0	/home/gilberto/websites/teste/content/wp-content/themes/salient/js/stickkit5152.js	(from http://localhost:8000/)
15:16:55	126588/126588	---M--	200	added ('OK')	application/javascript	etag:%225f907763-1ee7c%22	http://localhost:8000/wp-content/themes/salient/js/flickity.min.js?ver=2.1.2	/home/gilberto/websites/teste/content/wp-content/themes/salient/js/flickity.min431f.js	(from http://localhost:8000/)
15:16:57	9376/9376	---M--	200	added ('OK')	application/javascript	etag:%225f907763-24a0%22	http://localhost:8000/wp-content/themes/salient/js/touchswipe.min.js?ver=1.0	/home/gilberto/websites/teste/content/wp-content/themes/salient/js/touchswipe.min5152.js	(from http://localhost:8000/)
15:16:59	1434/1434	---M--	200	added ('OK')	application/javascript	etag:%225f9077cc-59a%22	http://localhost:8000/wp-includes/js/wp-embed.min.js?ver=5.5.1	/home/gilberto/websites/teste/content/wp-includes/js/wp-embed.mind03b.js	(from http://localhost:8000/)
15:17:06	27180/27180	---M--	200	added ('OK')	application/javascript	etag:%225f907763-6a2c%22	http://localhost:8000/wp-content/plugins/js_composer_salient/assets/js/dist/js_composer_front.min.js?ver=5.6	/home/gilberto/websites/teste/content/wp-content/plugins/js_composer_salient/assets/js/dist/js_composer_front.min40df.js	(from http://localhost:8000/)
15:17:07	161988/161988	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Oct%202020%2018:16:56%20GMT	http://localhost:8000/category/e-commerce-b2b/	/home/gilberto/websites/teste/content/category/e-commerce-b2b/index.html	(from http://localhost:8000/)
15:17:14	51/51	---MCZ	200	added ('OK')	text/plain	date:Wed,%2021%20Oct%202020%2018:17:08%20GMT	http://fonts.googleapis.com/robots.txt		(from http://localhost:8000/)
15:17:15	158917/158917	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Oct%202020%2018:17:07%20GMT	http://localhost:8000/category/suprimento-logistica/	/home/gilberto/websites/teste/content/category/suprimento-logistica/index.html	(from http://localhost:8000/)
15:17:18	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2021%20Oct%202020%2018:17:15%20GMT	http://s.w.org/robots.txt		(from http://localhost:8000/)
15:17:27	171670/171670	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Oct%202020%2018:17:14%20GMT	http://localhost:8000/author/thiago/	/home/gilberto/websites/teste/content/author/thiago/index.html	(from http://localhost:8000/)
15:17:27	33196/33196	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Oct%202020%2018:16:18%20GMT	https://www.superbuy.com.br/	/home/gilberto/websites/teste/www.superbuy.com.br/index.html	(from http://localhost:8000/)
15:17:29	173245/173245	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Oct%202020%2018:17:18%20GMT	http://localhost:8000/leilao-reverso-o-que-e-e-quais-sao-as-vantagens/	/home/gilberto/websites/teste/content/leilao-reverso-o-que-e-e-quais-sao-as-vantagens/index.html	(from http://localhost:8000/)
15:17:41	164833/164833	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Oct%202020%2018:17:27%20GMT	http://localhost:8000/category/compras/	/home/gilberto/websites/teste/content/category/compras/index.html	(from http://localhost:8000/)
15:17:41	158751/158751	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Oct%202020%2018:17:29%20GMT	http://localhost:8000/category/leilao-reverso/	/home/gilberto/websites/teste/content/category/leilao-reverso/index.html	(from http://localhost:8000/)
15:17:47	691169/691169	---M--	200	added ('OK')	application/javascript	etag:%225f907763-a8be1%22	http://localhost:8000/wp-content/themes/salient/js/init.js?ver=10.0.1	/home/gilberto/websites/teste/content/wp-content/themes/salient/js/init202d.js	(from http://localhost:8000/)
15:17:55	175587/175587	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Oct%202020%2018:17:41%20GMT	http://localhost:8000/o-que-e-outsourcing-de-compras/	/home/gilberto/websites/teste/content/o-que-e-outsourcing-de-compras/index.html	(from http://localhost:8000/)
15:17:57	164795/164795	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Oct%202020%2018:17:41%20GMT	http://localhost:8000/category/tecnologia/	/home/gilberto/websites/teste/content/category/tecnologia/index.html	(from http://localhost:8000/)
15:17:59	158682/158682	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Oct%202020%2018:17:47%20GMT	http://localhost:8000/category/outsourcing-de-compras/	/home/gilberto/websites/teste/content/category/outsourcing-de-compras/index.html	(from http://localhost:8000/)
15:18:13	158400/158400	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Oct%202020%2018:17:57%20GMT	http://localhost:8000/category/iot/	/home/gilberto/websites/teste/content/category/iot/index.html	(from http://localhost:8000/)
15:18:13	172635/172635	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Oct%202020%2018:17:55%20GMT	http://localhost:8000/tendencias-da-iot-em-dispositivos-moveis/	/home/gilberto/websites/teste/content/tendencias-da-iot-em-dispositivos-moveis/index.html	(from http://localhost:8000/)
15:18:13	175914/175914	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Oct%202020%2018:17:59%20GMT	http://localhost:8000/o-que-e-e-commerce-e-como-funciona/	/home/gilberto/websites/teste/content/o-que-e-e-commerce-e-como-funciona/index.html	(from http://localhost:8000/)
15:18:23	170481/170481	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Oct%202020%2018:18:13%20GMT	http://localhost:8000/2019/06/	/home/gilberto/websites/teste/content/2019/06/index.html	(from http://localhost:8000/)
15:18:23	158715/158715	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Oct%202020%2018:18:13%20GMT	http://localhost:8000/category/e-commerce/	/home/gilberto/websites/teste/content/category/e-commerce/index.html	(from http://localhost:8000/)
15:18:23	51/51	---MCZ	200	added ('OK')	text/plain	date:Wed,%2021%20Oct%202020%2018:17:27%20GMT	https://fonts.googleapis.com/robots.txt		(from http://localhost:8000/)
15:19:23	160/160	---M--	504	error ('Gateway%20Time-out')	text/html	date:Wed,%2021%20Oct%202020%2018:19:23%20GMT	http://lp.superbuy.com.br/robots.txt		(from http://localhost:8000/)
15:19:57	6855/6855	---MCZ	404	error ('NOT%20FOUND')	text/html	date:Wed,%2021%20Oct%202020%2018:19:24%20GMT	https://www.superbuy.com.br/robots.txt		(from http://localhost:8000/)
15:20:02	21984/21984	---M--	200	added ('OK')	text/css	etag:%22595bb9-55e0-5b179c7650980%22	https://www.superbuy.com.br/static/fonts/awesome/css/font-awesome.min.css	/home/gilberto/websites/teste/www.superbuy.com.br/static/fonts/awesome/css/font-awesome.min.css	(from https://www.superbuy.com.br/)
15:20:03	117305/117305	---M--	200	added ('OK')	text/css	etag:%22595ea6-1ca39-5b179c7650980%22	https://www.superbuy.com.br/static/css/bootstrap.min.css	/home/gilberto/websites/teste/www.superbuy.com.br/static/css/bootstrap.min.css	(from https://www.superbuy.com.br/)
15:20:04	28259/28259	---M--	200	added ('OK')	text/css	etag:%22595edd-6e63-5b179c7650980%22	https://www.superbuy.com.br/static/css/style.css	/home/gilberto/websites/teste/www.superbuy.com.br/static/css/style.css	(from https://www.superbuy.com.br/)
15:20:05	557/557	---MC-	200	added ('OK')	text/css	date:Wed,%2021%20Oct%202020%2018:20:00%20GMT	http://fonts.googleapis.com/css?family=Lato:300,400,700	/home/gilberto/websites/teste/fonts.googleapis.com/css8f84.css	(from https://www.superbuy.com.br/)
15:20:23	160/160	---M--	504	error ('Gateway%20Time-out')	text/html	date:Wed,%2021%20Oct%202020%2018:20:23%20GMT	http://lp.superbuy.com.br/	/home/gilberto/websites/teste/lp.superbuy.com.br/index.html	(from http://localhost:8000/)
15:20:23	969/969	---M--	200	added ('OK')	text/css	etag:%22595eb9-3c9-5b179c7650980%22	https://www.superbuy.com.br/static/css/coin-slider-styles.css	/home/gilberto/websites/teste/www.superbuy.com.br/static/css/coin-slider-styles.css	(from https://www.superbuy.com.br/)
15:20:24	3106/3106	---M--	200	added ('OK')	text/css	etag:%22595eb1-c22-5b179c7650980%22	https://www.superbuy.com.br/static/css/menusm.css	/home/gilberto/websites/teste/www.superbuy.com.br/static/css/menusm.css	(from https://www.superbuy.com.br/)
15:20:25	1277/1277	---M--	200	added ('OK')	text/css	etag:%22595eb3-4fd-5b179c7650980%22	https://www.superbuy.com.br/static/css/superfish.css	/home/gilberto/websites/teste/www.superbuy.com.br/static/css/superfish.css	(from https://www.superbuy.com.br/)
15:20:26	16699/16699	---M--	200	added ('OK')	text/css	etag:%22595e99-413b-5b179c7650980%22	https://www.superbuy.com.br/static/css/comum.css	/home/gilberto/websites/teste/www.superbuy.com.br/static/css/comum.css	(from https://www.superbuy.com.br/)
15:20:27	1476/1476	---M--	200	added ('OK')	text/css	etag:%22595bdf-5c4-5b179c7744bc0%22	https://www.superbuy.com.br/static/js/owl-carousel/owl.carousel.css	/home/gilberto/websites/teste/www.superbuy.com.br/static/js/owl-carousel/owl.carousel.css	(from https://www.superbuy.com.br/)
15:20:28	1627/1627	---M--	200	added ('OK')	text/css	etag:%22595bdc-65b-5b179c7744bc0%22	https://www.superbuy.com.br/static/js/owl-carousel/owl.theme.css	/home/gilberto/websites/teste/www.superbuy.com.br/static/js/owl-carousel/owl.theme.css	(from https://www.superbuy.com.br/)
15:20:29	4476/4476	---M--	200	added ('OK')	text/css	etag:%22595bda-117c-5b179c7744bc0%22	https://www.superbuy.com.br/static/js/owl-carousel/owl.transitions.css	/home/gilberto/websites/teste/www.superbuy.com.br/static/js/owl-carousel/owl.transitions.css	(from https://www.superbuy.com.br/)
15:20:30	423/423	---M--	200	added ('OK')	text/css	etag:%22595bd6-1a7-5b179c7744bc0%22	https://www.superbuy.com.br/static/js/touchScroll/css/smoothTouchScroll.css	/home/gilberto/websites/teste/www.superbuy.com.br/static/js/touchScroll/css/smoothTouchScroll.css	(from https://www.superbuy.com.br/)
15:20:31	2288/2288	---M--	200	added ('OK')	text/css	etag:%22595eb2-8f0-5b179c7650980%22	https://www.superbuy.com.br/static/css/menu-sidebar.css	/home/gilberto/websites/teste/www.superbuy.com.br/static/css/menu-sidebar.css	(from https://www.superbuy.com.br/)
15:20:32	53614/53614	---M--	200	added ('OK')	text/css	etag:%22595e7e-d16e-5b179c7744bc0%22	https://www.superbuy.com.br/static/js/scroll/jquery.mCustomScrollbar.css	/home/gilberto/websites/teste/www.superbuy.com.br/static/js/scroll/jquery.mCustomScrollbar.css	(from https://www.superbuy.com.br/)
15:20:33	223/223	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2021%20Oct%202020%2018:20:33%20GMT	https://www.superbuy.com.br/static/images/favicon.png	/home/gilberto/websites/teste/www.superbuy.com.br/static/images/favicon.png	(from https://www.superbuy.com.br/)
15:20:34	96381/96381	---M--	200	added ('OK')	application/javascript	etag:%22595e54-1787d-5b179c7744bc0%22	https://www.superbuy.com.br/static/js/jquery.js	/home/gilberto/websites/teste/www.superbuy.com.br/static/js/jquery.js	(from https://www.superbuy.com.br/)
15:20:35	35951/35951	---M--	200	added ('OK')	application/javascript	etag:%22595e67-8c6f-5b179c7744bc0%22	https://www.superbuy.com.br/static/js/bootstrap.min.js	/home/gilberto/websites/teste/www.superbuy.com.br/static/js/bootstrap.min.js	(from https://www.superbuy.com.br/)
15:20:36	4725/4725	---M--	200	added ('OK')	application/javascript	etag:%22595beb-1275-5b179c7744bc0%22	https://www.superbuy.com.br/static/js/script.js	/home/gilberto/websites/teste/www.superbuy.com.br/static/js/script.js	(from https://www.superbuy.com.br/)
15:20:37	8501/8501	---M--	200	added ('OK')	application/javascript	etag:%22595be1-2135-5b179c7744bc0%22	https://www.superbuy.com.br/static/js/coin-slider.min.js	/home/gilberto/websites/teste/www.superbuy.com.br/static/js/coin-slider.min.js	(from https://www.superbuy.com.br/)
15:20:38	1617/1617	---M--	200	added ('OK')	application/javascript	etag:%22595bc5-651-5b179c7744bc0%22	https://www.superbuy.com.br/static/js/hoverintent.js	/home/gilberto/websites/teste/www.superbuy.com.br/static/js/hoverintent.js	(from https://www.superbuy.com.br/)
15:20:39	18264/18264	---M--	200	added ('OK')	application/javascript	etag:%22595e77-4758-5b179c7744bc0%22	https://www.superbuy.com.br/static/js/cufon-yui.js	/home/gilberto/websites/teste/www.superbuy.com.br/static/js/cufon-yui.js	(from https://www.superbuy.com.br/)
15:20:41	747494/747494	---M--	200	added ('OK')	application/javascript	etag:%22595e91-b67e6-5b179c7744bc0%22	https://www.superbuy.com.br/static/js/Myriad_Pro_700.font.js	/home/gilberto/websites/teste/www.superbuy.com.br/static/js/Myriad_Pro_700.font.js	(from https://www.superbuy.com.br/)
15:20:41	255/255	---M--	200	added ('OK')	application/javascript	etag:%22595e86-ff-5b179c7744bc0%22	https://www.superbuy.com.br/static/js/cufon-run.js	/home/gilberto/websites/teste/www.superbuy.com.br/static/js/cufon-run.js	(from https://www.superbuy.com.br/)
15:20:42	3824/3824	---M--	200	added ('OK')	application/javascript	etag:%22595be4-ef0-5b179c7744bc0%22	https://www.superbuy.com.br/static/js/superfish.js	/home/gilberto/websites/teste/www.superbuy.com.br/static/js/superfish.js	(from https://www.superbuy.com.br/)
15:20:43	52797/52797	---M--	200	added ('OK')	application/javascript	etag:%22595bde-ce3d-5b179c7744bc0%22	https://www.superbuy.com.br/static/js/owl-carousel/owl.carousel.js	/home/gilberto/websites/teste/www.superbuy.com.br/static/js/owl-carousel/owl.carousel.js	(from https://www.superbuy.com.br/)
15:20:44	5508/5508	---M--	200	added ('OK')	application/javascript	etag:%22595bd4-1584-5b179c7744bc0%22	https://www.superbuy.com.br/static/js/touchScroll/js/jquery.kinetic.min.js	/home/gilberto/websites/teste/www.superbuy.com.br/static/js/touchScroll/js/jquery.kinetic.min.js	(from https://www.superbuy.com.br/)
15:20:45	39285/39285	---M--	200	added ('OK')	application/javascript	etag:%22595e7f-9975-5b179c7744bc0%22	https://www.superbuy.com.br/static/js/scroll/jquery.mCustomScrollbar.concat.min.js	/home/gilberto/websites/teste/www.superbuy.com.br/static/js/scroll/jquery.mCustomScrollbar.concat.min.js	(from https://www.superbuy.com.br/)
